0    [AWT-EventQueue-1] DEBUG com.caeps.gui.PSAnalysisPanel  - Inside establish learning set connection listener
8    [AWT-EventQueue-1] DEBUG com.caeps.run.ConnectToDB  - Loading driver...
34   [AWT-EventQueue-1] DEBUG com.caeps.run.ConnectToDB  - Driver loaded!
34   [AWT-EventQueue-1] DEBUG com.caeps.run.ConnectToDB  - Connecting database...
1087 [AWT-EventQueue-1] DEBUG com.caeps.run.ConnectToDB  - Database connected!
31613 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 48:-24.005596980937607:0.9272676586475169:Day-time high load
31613 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 49:-23.619420366083403:0.9225131012312582:Day-time high load
31613 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 50:-22.605562843300277:0.9293093439601512:Day-time high load
31613 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 51:12.526364034291161:1.0016200604919423:Night-time lower load
31613 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 52:13.395994286730422:0.9995306692218053:Night-time lower load
31613 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 53:13.31131829447108:0.9981974348810583:Night-time lower load
31613 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 54:12.510062311913941:1.0004309363019586:Night-time lower load
31614 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 55:13.257899008327435:0.9992516541026352:Night-time lower load
31614 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 56:12.608997784347418:1.001829065757959:Night-time lower load
31614 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 57:12.441253654758054:1.0016254818629937:Night-time lower load
31614 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 58:12.316048786504075:1.0005403017318208:Night-time lower load
31614 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 59:13.240657836388365:1.002138637202341:Night-time lower load
31614 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 60:13.334018444671507:1.0006193484982056:Night-time lower load
31614 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 61:13.135581378839412:1.0018501805460742:Night-time lower load
31614 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 62:12.7558669433846:0.9996750584536327:Night-time lower load
31614 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 63:12.862968464745249:0.9994898493632943:Night-time lower load
31614 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 64:13.14446025131573:0.999842659482026:Night-time lower load
31614 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 65:12.741528931748027:1.000227960496184:Night-time lower load
31614 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 66:12.935964047759361:0.9989174035064088:Night-time lower load
31614 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 67:13.241189412065458:0.9992844512931021:Night-time lower load
31615 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 68:12.845775227595736:1.0016566602713182:Night-time lower load
31615 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 69:12.879302945570066:1.0000152774542543:Night-time lower load
31615 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 70:12.657480077293346:1.001086345361397:Night-time lower load
31615 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 71:12.917603535892619:1.001418268887574:Night-time lower load
31615 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 72:12.511833895976192:1.0009320671599855:Night-time lower load
31615 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 73:12.854321335216508:1.0010278474286893:Night-time lower load
31615 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 74:13.296460708554884:0.9984798454307212:Night-time lower load
31615 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 75:12.764118101322431:1.0007787209227947:Night-time lower load
31615 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 76:13.437552009234189:1.0013656821675285:Night-time lower load
31615 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 77:12.519512460513818:1.0012042506015972:Night-time lower load
31615 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 78:12.5584897538889:1.0009217515761497:Night-time lower load
31616 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 79:12.677049398524712:1.0000877259099863:Night-time lower load
31616 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 80:13.407597193874805:1.000062661999161:Night-time lower load
31616 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 81:12.457007674222515:1.0012333622817435:Night-time lower load
31616 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 82:12.77639455853048:1.000538297459503:Night-time lower load
31616 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 83:12.977619989321322:0.9998168261833091:Night-time lower load
31616 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 84:12.712797089420013:1.0017925986240568:Night-time lower load
31616 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 85:12.767346877676141:0.9999101288196799:Night-time lower load
31616 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 86:13.514416776965192:1.0000773970045853:Night-time lower load
31616 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 87:13.046001089860859:0.9991336597012371:Night-time lower load
31616 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 88:13.20589617121835:0.9984080751696579:Night-time lower load
31616 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 89:13.087985099683971:1.0008388508258237:Night-time lower load
31617 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 90:12.949202583601835:0.999234588641263:Night-time lower load
31617 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 91:12.978679746535168:1.00050169827026:Night-time lower load
31617 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 92:13.178511903033854:0.9990367220603795:Night-time lower load
31617 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 93:12.391501227342097:1.0012303383239607:Night-time lower load
31617 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 94:12.431917115342678:1.0020859206728145:Night-time lower load
31617 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 95:13.156722449141421:0.9997468257557401:Night-time lower load
31617 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 96:12.483498204528269:1.0006296440060243:Night-time lower load
31617 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 97:12.828399773631727:1.0000126866509231:Night-time lower load
31617 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 98:12.412844093128877:1.0012276731622354:Night-time lower load
31618 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 99:12.806887870127875:0.9990558773545578:Night-time lower load
31618 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 100:12.96421652841395:1.0003868900286097:Night-time lower load
31618 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 101:-8.080715501612607:0.9675801235415342:Line on maintenance
31618 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 102:-5.68877308593552:0.9691546604885249:Line on maintenance
31618 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 103:-5.743400506868652:0.9662223853128581:Line on maintenance
31618 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 104:-7.528735216025956:0.9677487525827162:Line on maintenance
31618 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 105:-5.344786661618746:0.9695522421550518:Line on maintenance
31618 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 106:-6.550254012036699:0.972105373117252:Line on maintenance
31618 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 107:-8.613272075525774:0.9672832935325327:Line on maintenance
31618 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 108:-9.326628860324774:0.9630404857090442:Line on maintenance
31618 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 109:-6.1074447339884665:0.9731258807555447:Line on maintenance
31618 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 110:-5.089593066230206:0.9733970563759315:Line on maintenance
31618 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 111:-5.528272985542277:0.9740085696767495:Line on maintenance
31618 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 112:-7.08125927994968:0.9689575624579541:Line on maintenance
31619 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 113:-7.606651073827087:0.964590518030755:Line on maintenance
31619 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 114:-5.625271592413591:0.9694640234664169:Line on maintenance
31619 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 115:-6.194990792705418:0.9724607552500751:Line on maintenance
31619 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 116:-6.3630560423111255:0.9692242144464677:Line on maintenance
31619 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 117:-6.5750729524133185:0.9672017544144905:Line on maintenance
31620 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 118:-7.372083954437234:0.9693540477123506:Line on maintenance
31620 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 119:-7.2051255941321095:0.9668385116701261:Line on maintenance
31620 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 120:-7.311589728814021:0.9690219391815655:Line on maintenance
31620 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 121:-6.840555707600435:0.9711117523026334:Line on maintenance
31620 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 122:-7.186527839527041:0.969918465546941:Line on maintenance
31620 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 123:-7.230642507170974:0.970579301704292:Line on maintenance
31620 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 124:-5.653923282934545:0.9670913655758392:Line on maintenance
31620 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 125:-7.237985300220446:0.9695066987096271:Line on maintenance
31620 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 126:-4.980262730429292:0.9740259335878423:Line on maintenance
31620 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 127:-7.295369685224159:0.9702121784791274:Line on maintenance
31620 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 128:-7.665041528147755:0.9693478953374685:Line on maintenance
31621 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 129:-7.978858566882465:0.9663949789257119:Line on maintenance
31621 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 130:-4.926748538451552:0.9722549526734299:Line on maintenance
31621 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 131:-8.933784202658298:0.9639864834220035:Line on maintenance
31621 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 132:-7.9456070194814385:0.9651429657804618:Line on maintenance
31621 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 133:-6.616140788870903:0.9703610957533901:Line on maintenance
31621 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 134:-6.985792902823324:0.9696437487595586:Line on maintenance
31621 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 135:-6.915085024533797:0.969721600882808:Line on maintenance
31621 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 136:-5.274275328533234:0.971329622740223:Line on maintenance
31621 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 137:-6.635422103264626:0.9673411641333541:Line on maintenance
31621 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 138:-6.483355990344234:0.9651058533069735:Line on maintenance
31621 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 139:-7.146099849240938:0.9683425480756966:Line on maintenance
31622 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 140:-7.6183001517653075:0.9636268384749829:Line on maintenance
31622 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 141:-7.049960874425655:0.969711164364311:Line on maintenance
31622 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 142:-6.05205358663301:0.9677731736053451:Line on maintenance
31622 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 143:-8.68481064820542:0.9664654574157449:Line on maintenance
31622 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 144:-7.849371476037001:0.9696777940243775:Line on maintenance
31622 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 145:-6.231908258408597:0.9684967367114202:Line on maintenance
31622 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 146:-8.663965405987645:0.9653759233092214:Line on maintenance
31622 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 147:-7.7940509475797874:0.9676435287494856:Line on maintenance
31622 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 148:-7.866625422260654:0.9700341895770855:Line on maintenance
31622 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 149:-7.485494938014439:0.9640046073928643:Line on maintenance
31622 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 150:-6.731852784475903:0.97059444293873:Line on maintenance
31622 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 151:-12.887011176424828:0.9883520924604348:Generator on Maintenance
31622 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 152:-11.958407836245348:0.9880082565591023:Generator on Maintenance
31623 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 153:-12.165153484603854:0.9863340795333193:Generator on Maintenance
31623 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 154:-12.954757016425692:0.9869393354828578:Generator on Maintenance
31623 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 155:-12.19448560490883:0.9874504876842745:Generator on Maintenance
31623 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 156:-12.759422923548975:0.9887901586985248:Generator on Maintenance
31623 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 157:-12.966695533835379:0.9881339181959111:Generator on Maintenance
31623 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 158:-13.200260584897823:0.9864688980957725:Generator on Maintenance
31623 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 159:-11.990000990101127:0.9905351092230652:Generator on Maintenance
31623 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 160:-11.962327558004258:0.9890437564277277:Generator on Maintenance
31623 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 161:-12.128557673400717:0.9900984148748218:Generator on Maintenance
31624 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 162:-12.734553826749925:0.9865713313388231:Generator on Maintenance
31624 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 163:-12.610489676811447:0.9868231398606283:Generator on Maintenance
31624 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 164:-12.260535271018043:0.9876674983756586:Generator on Maintenance
31624 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 165:-12.684212983998185:0.9873290691669274:Generator on Maintenance
31624 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 166:-12.558433766361052:0.9861797018570356:Generator on Maintenance
31624 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 167:-12.158269769386074:0.9873665753552907:Generator on Maintenance
31624 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 168:-12.48778664018933:0.9890649399888782:Generator on Maintenance
31624 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 169:-12.542360838124239:0.9873958079736094:Generator on Maintenance
31624 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 170:-12.77343326974175:0.987964060341266:Generator on Maintenance
31624 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 171:-12.439200849168547:0.9889714075806029:Generator on Maintenance
31624 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 172:-12.911426919671616:0.9875427497390531:Generator on Maintenance
31624 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 173:-12.494266263915737:0.988499815786565:Generator on Maintenance
31624 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 174:-12.192526811875382:0.9866017209210869:Generator on Maintenance
31624 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 175:-12.587808885877434:0.988093335002382:Generator on Maintenance
31625 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 176:-11.785579746447754:0.9901536807901081:Generator on Maintenance
31625 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 177:-12.889494244037511:0.9878551198267116:Generator on Maintenance
31625 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 178:-12.836685593548754:0.98768523662109:Generator on Maintenance
31625 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 179:-12.775131068329502:0.9869350994619155:Generator on Maintenance
31625 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 180:-11.920170138005247:0.9886766547896438:Generator on Maintenance
31625 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 181:-13.015531899479868:0.9875577746796993:Generator on Maintenance
31625 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 182:-12.680282431443478:0.9875508154414582:Generator on Maintenance
31625 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 183:-12.419096037939807:0.9874070658574762:Generator on Maintenance
31625 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 184:-12.657155644683238:0.9889713122537506:Generator on Maintenance
31625 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 185:-12.687612035182857:0.9870700280006451:Generator on Maintenance
31625 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 186:-11.829542039470658:0.9888427992435089:Generator on Maintenance
31625 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 187:-12.390936997709684:0.9868028698795523:Generator on Maintenance
31625 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 188:-12.284210765517493:0.9863260048321221:Generator on Maintenance
31625 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 189:-12.251578574372935:0.9886934673151563:Generator on Maintenance
31626 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 190:-12.546523224069768:0.9866020177071285:Generator on Maintenance
31626 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 191:-12.437246904932305:0.9880502680140513:Generator on Maintenance
31626 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 192:-12.258937028890125:0.9870509730470833:Generator on Maintenance
31626 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 193:-13.094604900351897:0.9874507558636468:Generator on Maintenance
31626 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 194:-12.9740082211324:0.9885560176175086:Generator on Maintenance
31626 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 195:-12.2630277113131:0.9876063423252125:Generator on Maintenance
31626 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 196:-13.012783061682665:0.9871031610184028:Generator on Maintenance
31626 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 197:-12.591126112842042:0.9872229636324243:Generator on Maintenance
31626 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 198:-12.996767908870106:0.987630558755005:Generator on Maintenance
31626 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 199:-12.708126132275101:0.9861332361902816:Generator on Maintenance
31626 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - 200:-12.437216959719784:0.9880525984085917:Generator on Maintenance
31626 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - ************************************Resulting learning instants*****************************************************
31690 [AWT-EventQueue-1] DEBUG com.caeps.gui.PSAnalysisPanel  - Inside cluster learning set listener
31697 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - SQL Error while retrieving measurement and substation from the database
com.mysql.jdbc.exceptions.jdbc4.MySQLNonTransientConnectionException: No operations allowed after connection closed.
31698 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - ************************************Starting the KMeans Algorithm*******************************
31698 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - ************************************Initial clusters*******************************
31698 [AWT-EventQueue-1] DEBUG com.caeps.run.RunMeansAlgorithm  - Cluster: 1
