0    [main] DEBUG com.caeps.loadDatabase.ConnectToDB  - Loading driver...
28   [main] DEBUG com.caeps.loadDatabase.ConnectToDB  - Driver loaded!
29   [main] DEBUG com.caeps.loadDatabase.ConnectToDB  - Connecting database...
998  [main] DEBUG com.caeps.loadDatabase.ConnectToDB  - Database connected!
12456 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 1:1.0:0.0
12600 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 96:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12601 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 97:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12601 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 98:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12601 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 99:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12601 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 100:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12602 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 101:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12602 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 102:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12602 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 103:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12602 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 104:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12603 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 105:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12603 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 106:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
12603 [main] DEBUG com.caeps.run.RunMeansAlgorithm  - 107:_2BCC3D5923464FED9E08EB12EC388BD7:0.0:1.0:1
